artist_name,track_name,release_date,genre,lyrics
The Killers,All These Things That I’ve Done,2004,Alternative Rock,"When there's nowhere else to run
Is there room for one more son?
One more son
If you can, hold on
If you can, hold on, hold on

I wanna stand up, I wanna let go
You know, you know; no, you don't, you don't
I wanna shine on in the hearts of man
I want a meanin' from the back of my broken hand

Another head aches, another heart breaks
I'm so much older than I can take
And my affection, well, it comes and goes
I need direction to perfection, no, no, no, no

Help me out, yeah
You know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah

And when there's nowhere else to run
Is there room for one more son?
These changes ain't changin' me
The cold-hearted boy I used to be

Yeah, you know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down

I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
I got soul but I'm not a soldier
(Time, truth, and hearts)

Yeah, you know you gotta help me out, yeah
Oh, don't you put me on the back burner
You know you gotta help me out, yeah
You're gonna bring yourself down, yeah
You're gonna bring yourself down, yeah
Oh, don't you put me on the back burner
You're gonna bring yourself down, yeah
You're gonna bring yourself down

Over and in (
You're gonna bring yourself down
)
Last call for sin (
Bring yourself down
)
While everyone's lost, the battle is won
With all these things that I've done
All these things that I've done (Time, truth, and hearts)
If you can hold on
If you can hold on"
Twenty One Pilots,My Blood,2018,Alternative Rock,"When everyone you thought you knew
Deserts your fight, I'll go with you
You're facin' down a dark hall
I'll grab my light

And go with you, I'll go with you
I'll go with you, I'll go with you
I'll go with you, I'll go with you
I'll go with you, I'll go with you

Surrounded and up against a wall
I'll shred 'em all and go with you
When choices end, you must defend
I'll grab my bat

And go with you, I'll go with you
I'll go with you, I'll go with you, yeah

Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run
Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run

If there comes a day
People posted up at the end of your driveway
They're callin' for your head and they're callin' for your name
I'll bomb down on 'em, I'm comin' through
Did they know I was grown with you?
If they're here to smoke, know I'll go with you
Just keep it outside, keep it outside, yeah

Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run
Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run

If you find yourself in a lion's den
I'll jump right in and pull my pin

And go with you, I'll go with you
I'll go with you, I'll go with you
(You don't need to run)
I'll go with you, I'll go with you
(You don't need to run)
I'll go with you
My blood, I'll go with you, yeah

Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run
Stay with me, no, you don't need to run
Stay with me, my blood, you don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
(Ooh-ooh, ooh-ooh)
You don't need to run
Stay with me, no, you don't need to run
Stay with me, my blood"
Eminem,Beautiful Pain,2013,Alternative Rock,"I can feel the heat risin'
Everything is on fire
Today's a painful reminder of why
It can only get brighter (Brighter)
The further you put it behind ya (Behind ya)
But right now I'm on the inside
Lookin' out, 'cause

I'm standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
To find the light, find the light, find the light
Standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

Yesterday was the tornado warnin', today's like the morning after
Your world is torn in half, you wake in its wake to start the mournin' process
And rebuilding, you're still a work in progress
Today's a whole new chapter, it's like an enormous asthma, ugh
Thunderstorm has passed ya
You weathered it and poked its eye out with the thornbush that ya used to smell the roses
Stopped to inhale, can't even tell your nose is stuffed
So focused on the bright side, then you floor the gas pedal
And hit the corner faster, more assertive, never looking back
May hit the curb, but every day's a new learning curve as ya
Steer through life, sometimes you might not wanna swerve but you have to
To avert a disaster, lucky no permanent damage
'Cause they hurt you so bad it's like they murdered your ass
And threw dirt on your casket, but you've returned from the ashes
And that hurt that you have, you just converted to gasoline
And while you're burning the past, standing at inferno and chantin'

I'm standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
To find the light, find the light, find the light
Standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

You're so familiarized with what having to swallow this pill is like
It happens all the time, they take your heart and steal your life
And it's as though you feel you've died, 'cause you've been killed inside
But yet you're still alive, which means you will survive
Although today you may weep 'cause you're weak and
Everything seems so bleak and hopeless, the light that you're seekin'
It begins to seep in, that's the only thing keepin'
You from leapin' off the motherfreakin' deep end
And I'm pullin' for you to push through this feelin'
And with a little time that should do the healing
And by tomorrow, you may even feel so good that you're willin' to forgive 'em
Even after all the shit you've been put through, this feelin' of resilience is buildin'
And the flames are burnin' quick as fire would through this buildin'
You're sealed in, but you're fireproof, flame retardant, you withstood it
And as you climb up to the roof, you're just chillin', you look down, 'cause you're so over 'em
You could put the heel of your foot through the ceiling
As time passes, things change every day
But wounds, wounds heal but scars still remaining the same
But tomorrow, today's going down in flames
Throw the match, set the past ablaze
So feel the fire beneath your feet
As you barely even perspire from the heat
Exhale deep and breathe a sigh of relief
And as you say goodbye to the grief
It's like watching the walls melt in your prison cell
But you've extinguished this livin' hell
Still, a little piece of you dies as you scream

I'm standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
To find the light, find the light, find the light
Standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

I feel the burn
Watch the smoke as I turn, rising
A phoenix from the flames
I have learned
From fighting fights that weren't mine
It's not with fists
But with wings that I will fly

And I'm standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
To find the light, find the light, find the light
Standin' in the flames
And it's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light"
Nirvana,In Bloom,1991,Alternative Rock,"Sell the kids for food
Weather changes moods
Spring is here again
Reproductive glands
[Chorus: Kurt Cobain, 
Kurt Cobain & Dave Grohl
]
He's the one who likes all our pretty songs, and he
Likes to sing along and he likes to shoot his gun, but he
Knows not what it means
Knows not what it means, and I say
He's the one who likes all our pretty songs,
 and he
Likes to sing along
 and he 
likes to shoot his gun
, but he
Knows not what it means
Knows not what it means, and I say, ""Yeah""

We can have some more
Nature is a whore
Bruises on the fruit
Tender age in bloom

He's the one who likes all our pretty songs, and he
Likes to sing along and he likes to shoot his gun, but he
Knows not what it means
Knows not what it means, and I say
He's the one who likes all our pretty songs
, and he
Likes to sing along
 and he 
likes to shoot his gun,
 but he
Knows not what it means
Knows not what it means,
 and I say, ""Yeah""


He's the one who likes all our pretty songs
, and he
Likes to sing along
 and he 
likes to shoot his gun,
 but he
Knows not what it means
Knows not what it means,
 and I say
He's the one who likes all our pretty songs
, and he
Likes to sing along
 and he 
likes to shoot his gun,
 but he
Knows not what it means
Knows not what it means
Knows not what it means
Knows not what it means,
 and I say, ""Yeah"""
The Strokes,The Adults Are Talking,2020,Alternative Rock,"They've been sayin' you're sophisticated
They're complainin', overeducated
You are sayin' all the words I'm dreamin'
Say it after me
Say it after me

They will blame us, crucify and shame us
We can't help it if we are a problem
We are tryin' hard to get your attention
I'm climbin' up your wall
Climbin' up your wall

Don't go there 'cause you'll never return
I know you think of me when you think of her
But then it don't make sense when you're tryin' hard
To do the right thing but without recompense
And then you did somethin' wrong and you said it was great
And now you don't know how you could ever complain
Because you're all confused 'cause you want me to
But then you want me to do it the same as you


You were waitin' for the elevator
You were sayin' all the words I'm dreamin'
No more askin' questions or excuses
The information's here
Here and everywhere

Don't go there 'cause you'll never return
I know you think of me when you think of her
But then it don't make sense when you're tryin' hard
To do the right thing but without recompense
And then you did somethin' wrong and you said it was great
And now you don't know how you could ever complain
Because you're all confused 'cause you want me to
But then you want me to do it the same way as you, and but

I don't, I don't want anything
I know it's not, it's not your fault
I don't want anyone
Always I do, it's not for you
Ah, ooh

Stockholders
Same shit, a different life
I'll get it right sometime
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight

Yeah, boy, here we go
And a one, and a two, and a three
Here we go friends (Hold on, I can't)
Maybe that's a kooky situation
So let's go back to the old key, old tempo, everything"
Neutral Milk Hotel,In the Aeroplane Over the Sea,1998,Alternative Rock,"What a beautiful face
I have found in this place
That is circling all 'round the sun
What a beautiful dream
That could flash on the screen
In a blink of an eye and be gone from me
Soft and sweet
Let me hold it close and keep it here with me

And one day we will die
And our ashes will fly
From the aeroplane over the sea
But for now we are young
Let us lay in the sun
And count every beautiful thing we can see
Love to be
In the arms of all I'm keeping here with me

What a curious life
We have found here tonight
There is music that sounds from the street
There are lights in the clouds
Anna's ghost all around
Hear her voice as it's rolling and ringing through me
Soft and sweet
How the notes all bend and reach above the trees

Now how I remember you
How I would push my fingers through
Your mouth to make those muscles move
That made your voice so smooth and sweet
But now we keep where we don't know
All secrets sleep in winter clothes
With the one you loved so long ago
Now he don't even know his name

What a beautiful face
I have found in this place
That is circling all 'round the sun
And when we meet on a cloud
I'll be laughing out loud
I'll be laughing with everyone I see
Can't believe
How strange it is to be anything at all"
The Cranberries,Linger,1993,Alternative Rock,"Ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh
Mm-mmm

If you, if you could return
Don't let it burn, don't let it fade
I'm sure I'm not being rude
But it's just your attitude
It's tearing me apart
It's ruinin' everything
I swore, I swore I would be true
And, honey, so did you
So why were you holding her hand?
Is that the way we stand?
Were you lyin' all the time?
Was it just a game to you?

But I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to
Do you have to let it linger?

Oh, I thought the world of you
I thought nothing could go wrong
But I was wrong, I was wrong
If you
If you could get by
Trying not to lie
Things wouldn't be so confused
And I wouldn't feel so used
But you always really knew
I just wanna be with you

And I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to
Do you have to let it linger?


And I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to
Do you have to let it linger?
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to
Do you have to let it linger?"
Harry Styles,She,2019,Alternative Rock,"Nine in the morning, the man drops his kids off at school
And he's thinking of you, like all of us do
Sends his assistant for coffee in the afternoon
Around 1:32, like he knows what to do

She (She), she lives in daydreams with me (She)
She's the first one that I see, and I don't know why
I don't know who she is (She, she)

He takes a boat out, imagines just sailing away (Away, away)
And not telling his mates (Not telling his mates)
He wouldn't know what to say (Wouldn't know what to say, to say)

She (She), she lives in daydreams with me (She)
She's the first one that I see, and I don't know why
I don't know who she is (She)
She (She), she's the first one that I see (She)
She lives in daydreams with me, and I don't know why
I don't know where she is (She, she)

Lives for the memory
A woman who's just in his head (Just in his head)
And she sleeps in his bed (His bed)
While he plays pretend (Pretend)
So pretend (Pretend)

She (She), she lives in daydreams with me (She)
She's the first one that I see, and I don't know why
I don't know who she is (She, she)
She (She), she's the first one that I see (She)
She lives in daydreams with me, and I don't know why
I don't know where she is (She, she)"
Пошлая Молли (Poshlaya Molly),Мишка (Bruin),2019,Alternative Rock,"Я горю
Я упал с небес, тебе на всю фигню
А я на глянцах и я вылез в люк на ходу
Когда вспышки камер разрезают темноту
А не пойти бы мне тогда в пи—
XO-XO, lovely love
Напиши мне СМС, как ты скучаешь, зай
Твоя попа — BMW, и ты на каблуках
Твои бубсы — вау, нужен полный бак
Шампусик в лимузине — это высший пилотаж
Мы в шоу-бизе постоянно на понтах

Ass, HD, VR
Эй, ми—

Эй, мишка, ты меня охраняй
Да, я bad bitch
Свэг, всё горит в пепле Blackberry слимсов
Ночь, ты моя, и ты алкоголичка (Ass, HD, VR)
Эй, мишка, ты меня охраняй
Да, я bad bitch
Свэг, всё горит в пепле Blackberry слимсов
Ночь, ты моя, и ты алкоголичка (Ass, HD, VR)

Я тону
В жадных взглядах все хотят меня одну
Но мне этого не надо
Все вокруг воспринимают меня телом
Умоляю, бэйби, это будто всё в последний раз
Никаких наверно, это — high fashion, первый класс
Тебе лучше не медлить, если я хочу начать
Если я хочу мгновенно — значит, получу сейчас

Эй, мишка, ты меня охраняй
Да, я bad bitch
Свэг, всё горит в пепле Blackberry слимсов
Ночь, ты моя, и ты алкоголичка (Ass, HD, VR)
Эй, мишка, ты меня охраняй
Да, я bad bitch
Свэг, всё горит в пепле Blackberry слимсов
Ночь, ты моя, и ты алкоголичка (Ass, HD, VR)"
Natalie Imbruglia,Torn,1997,Alternative Rock,"I thought I saw a man brought to life
He was warm, he came around like he was dignified
He showed me what it was to cry
Well, you couldn't be that man I adored
You don't seem to know, seem to care what your heart is for
But I don't know him anymore

There's nothin' where he used to lie
My conversation has run dry
That's what's goin' on
Nothing's fine, I'm torn

I'm all out of faith, this is how I feel
I'm cold, and I am shamed, lying naked on the floor
Illusion never changed into something real
I'm wide awake and I can see the perfect sky is torn
You're a little late, I'm already torn

So I guess the fortune teller's right
I should've seen just what was there
And not some holy light
But you crawled beneath my veins, and, now

I don't care, I had no luck
I don't miss it all that much
There's just so many things
That I can't touch, I'm torn

I'm all out of faith, this is how I feel
I'm cold, and I am shamed, lying naked on the floor
Illusion never changed into something real
I'm wide awake and I can see the perfect sky is torn
You're a little late, I'm already torn
Torn

(Ooh, ooh-ooh, ooh)
There's nothing where he used to lie
My inspiration has run dry
That's what's goin' on
Nothing's right, I'm torn

I'm all out of faith, this is how I feel
I'm cold, and I am shamed, lying naked on the floor
Illusion never changed into something real
I'm wide awake and I can see the perfect sky is torn
I'm all out of faith, this is how I feel
I'm cold, and I'm ashamed, bound and broken on the floor
You're a little late, I'm already torn
Torn, woah


Oh, yeah, oh, yeah
Oh, yeah, oh, yeah
Oh, yeah, oh, yeah"
FACE,Лиза (Lisa),2017,Alternative Rock,"I'll be gentle and I'll take it slowly
Just as long as you say you don't need me
I'll do you right and I'll take it steady
But when I say go you better be ready

Лиза, я лишь хочу признаваться тебе
Что я с детства влюблён, дать тепло батарей
Холод осени с Лизой заменим весной
Майский парк, на скамейках сидим мы с тобой
Она мне говорит, как отлично, что я
Ей сказал, что взаимности толком не ждал
Просто у меня есть уже план в голове
Ведь с четвёртого класса я думал о ней

I'll be gentle and I'll take it slowly (Лиза)
Just as long as you say you don't need me (Ты будешь моей)
I'll do you right and I'll take it steady (Лиза)
But when I say go you better be ready (
Май среди январей
)

Лиза, я лишь хочу признаваться тебе (
Don't you dare say you do not know me
)
Что я с детства влюблён, дать тепло батарей (
Don't you dare say you do not know me
)
Холод осени с Лизой заменим весной
Майский парк, на скамейках сидим мы с тобой
Сидим мы с тобой"
Hozier,Someone New,2014,Alternative Rock,"Don't take this the wrong way
You knew who I was with every step that I ran to you
Only blue or black days
Electin' strange perfections in any stranger I choose

Would things be easier if there was a right way?
Honey, there is no right way

And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

There's an art to life's distraction
To somehow escape the burning weight, the art of scrapin' through
Some like to imagine
The dark caress of someone else, I guess any thrill will do

Would things be easier if there was a right way?
Honey, there is no right way

And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

I wake at the first cringe of morning
And my heart's already sinned
How pure, how sweet a love, Aretha
That you would pray for him

'Cause God knows I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day

Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better

I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new"
Green Day,Basket Case,1994,Alternative Rock,"Do you have the time to listen to me whine
About nothin' and everything all at once?
I am one of those melodramatic fools
Neurotic to the bone, no doubt about it

Sometimes, I give myself the creeps
Sometimes, my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid?
Am I just stoned?

I went to a shrink to analyze my dreams
She says it's lack of sex that's bringin' me down
I went to a whore, he said my life's a bore
So quit my whinin' 'cause it's bringin' her down

Sometimes, I give myself the creeps
Sometimes, my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid?
Uh-yuh-yuh-yuh
(Ooh, ooh)

Grasping to control
So I better hold on

Sometimes, I give myself the creeps
Sometimes, my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid?
Am I just stoned?"
Lana Del Rey,Say Yes To Heaven,2023,Alternative Rock,"If you dance, I'll dance
And if you don't, I'll dance anyway
Give peace a chance
Let the fear you have fall away

I've got my eye on you
I've got my eye on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

If you go, I'll stay
You come back, I'll be right here
Like a barge at sea
In the storm, I stay clear

'Cause I've got my mind on you
I've got my mind on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

If you dance, I'll dance
I'll put my red dress on, get it on
And if you fight, I'll fight
It doesn't matter now, it's all gone

I've got my mind on you
I got my mind on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

I've got my eye on you
I've got my eye on you, mm
I've got my eye on you
I've got my eye on you"
Arctic Monkeys,Knee Socks,2013,Alternative Rock,"You got the lights on in the afternoon
And the nights are drawn out long
And you're kissin' to cut through the gloom
With a cough drop coloured tongue
And you were sittin' in the corner with the coats all piled high
And I thought you might be mine
In a small world on an exceptionally rainy Tuesday night
In the right place and time

When the zeros line up on the 24-hour clock
When you know who's callin' even though the number is blocked
When you walked around your house wearin' my sky blue Lacoste
And your knee socks

Well, you cured my January blues
Yeah, you made it all alright
I got a feelin' I might have lit the very fuse
That you were tryin' not to light
You were a stranger in my phonebook I was actin' like I knew
'Cause I had nothin' to lose
When the winter's in full swing and your dreams just aren't comin' true
Ain't it funny what you'll do?

When the zeros line up on the 24-hour clock
When you know who's callin' even though the number is blocked
When you walked around your house wearin' my sky blue Lacoste
And your knee socks

The late afternoon, the ghost in your room
That you always thought didn't approve of you knockin' boots
Never stopped you lettin' me get hold of the sweet spot
By the scruff of your knee socks

You and me could have been a team
Each had a half of a king and queen seat
Like the beginning of Mean Streets
You could be my baby (Could be my baby)
You and me could have been a team
Each had a half of a king and queen seat
Like the beginning of Mean Streets
You could be my baby (Could be my baby)
All the zeros lined up
You and me could have been a team
Each had a half of a king and queen seat
Like the beginning of Mean Streets
You could be my baby (Could be my baby)
But the number's blocked
You and me could have been a team
Each had a half of a king and queen seat
When you've come undone
Like the beginning of Mean Streets
You could be my baby (Could be my baby)

When the zeros line up on the 24-hour clock (
All the zeros lined up
)
When you know who's callin' even though the number is blocked (
But the number's blocked
)
When you walked around your house wearin' my sky blue Lacoste (
When you've come undone)
And your knee socks
When the zeros line up on the 24-hour clock (All the zeros lined up)
When you know who's callin' even though the number is blocked
When you walked around your house wearin' my sky blue Lacoste
And your knee socks](10576182)

Knee socks (
Oh
)
Knee socks"
Alice in Chains,Nutshell,1994,Alternative Rock,"We chase misprinted lies
We face the path of time
And yet I fight, and yet I fight
This battle all alone
No one to cry to, no place to call home

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh-ooh

My gift of self is raped
My privacy is raked
And yet I find, and yet I find
Repeating in my head
If I can't be my own, I'd feel better dead

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh-ooh"
The Cardigans,Lovefool,1996,Alternative Rock,"Dear, I fear we're facing a problem
You love me no longer, I know and
Maybe there is nothing that I can do
To make you do
Mama tells me I shouldn't bother
That I ought just stick to another man
A man that surely deserves me
But I think you do

So I cry, and I pray, and I beg

Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
So I cry and I beg for you to
Love me, love me
Say that you love me
Leave me, leave me
Just say that you need me
I can't care 'bout anything but you

Lately I have desperately pondered
Spent my nights awake and I wonder
What I could have done in another way
To make you stay
Reason will not reach a solution
I will end up lost in confusion
I don't care if you really care
As long as you don't go

So I cry, and I pray, and I beg

Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
Pretend that you love me
Leave me, leave me
Just say that you need me
So I cry and I beg for you to
Love me, love me
Say that you love me
Leave me, leave me
Just say that you need me
I can't care 'bout anything but you
(Anything but you)

Love me, love me
Say that you love me
Fool me, fool me
Go on and fool me
Love me, love me
I know that you need me
I can't care 'bout anything but you"
Hozier,From Eden,2014,Alternative Rock,"Babe
There's something tragic about you
Something so magic about you
Don't you agree?
Babe
There's something lonesome about you
Something so wholesome about you
Get closer to me

No tired sigh, no rolling eyes
No irony
No ""Who cares?,"" no vacant stare
No time for me

Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey, ask me, I should know
I slithered here from Eden just to sit outside your door

Babe
There's something wretched about this
Something so precious about this
Where to begin?
Babe
There's something broken about this
But I might be hoping about this
Oh, what a sin

To the strand, a picnic planned
For you and me
A rope in hand for your other man
To hang from a tree

Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey, ask me, I should know
I slithered here from Eden just to sit outside your door


Honey, you're familiar like my mirror years ago
Idealism sits in prison, chivalry fell on his sword
Innocence died screaming, honey, ask me, I should know
I slithered here from Eden just to hide outside your door"
Twenty One Pilots,Ride,2015,Alternative Rock,"I just wanna stay in the sun where I find
I know it's hard sometimes
Pieces of peace in the sun's peace of mind
I know it's hard sometimes
Yeah, I think about the end just way too much
But it's fun to fantasize
On my enemies I wouldn't wish who I was
But it's fun to fantasize

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride
Takin' my time on my ride

""I'd die for you,"" that's easy to say
We have a list of people that we would take
A bullet for them, a bullet for you
A bullet for everybody in this room
But it don't seem to see many bullets comin' through
See many bullets comin' through
Metaphorically, I'm the man
But literally, I don't know what I'd do
""I'd live for you,"" and that's hard to do
Even harder to say when you know it's not true
Even harder to write when you know that tonight
There were people back home who tried talking to you
But then you ignored them still
All these questions, they're for real
Like ""Who would you live for?"" ""Who would you die for?""
And ""Would you ever kill?""

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride
Takin' my time on my ride

I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time
Takin' my time on my ride, woah-oh-oh (Woah, yeah)
Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my—

I've been thinkin' too much
Help me
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me"
Foo Fighters,Everlong,1997,Alternative Rock,"Hello, I've waited here for you
Everlong
Tonight, I throw myself into
And out of the red, out of her head, she sang

Do do do do do do dododo
Do do do do do do dododo
Do do do do do do do do
Do do dododo

Come down, and waste away with me
Down with me
Slow, how you wanted it to be
I'm over my head, out of her head, she sang

And I wonder
When I sing along with you
[Chorus: Dave Grohl & Louise Post, 
Dave Grohl
]
If everything could ever feel this real forever
If anything could ever be this good again
The only thing I'll ever ask of you
You gotta promise not to stop when I say when
She sang
Do do do do do do dododo
Do do do do do do dododo
Do do do do do do do do
Do do dododo

Breathe out, so I can breathe you in
Hold you in
And now, I know you've always been
Out of your head, out of my head, I sang

And I wonder
When I sing along with you
[Chorus: Dave Grohl & Louise Post, 
Dave Grohl
]
If everything could ever feel this real forever
If anything could ever be this good again
The only thing I'll ever ask of you
You gotta promise not to stop when I say when
She sang

So, dad would take the Sundays off
And that's the only time he could ever get any rest
And so, because we were loud on Sundays
He'd make us hold his construction boots over our head, 'til we'd sleep
And they were really heavy boots and I used to say, ""Dad, come on, please""
And like start crying, 'cause they're too heavy

And I wonder

If everything could ever feel this real forever
If anything could ever be this good again
The only thing I'll ever ask of you
You gotta promise not to stop when I say when"
Arctic Monkeys,I Wanna Be Yours,2013,Alternative Rock,"I wanna be your vacuum cleaner
Breathin' in your dust
I wanna be your Ford Cortina
I will never rust
If you like your coffee hot
Let me be your coffee pot
You call the shots, babe
I just wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

Let me be your 'leccy meter
An' I'll never run out
Let me be the portable heater
That you'll get cold without
I wanna be your setting lotion (Wanna be)
Hold your hair in deep devotion (How deep?)
At least as deep as the Pacific Ocean
I wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

I wanna be your vacuum cleaner (Wanna be yours)
Breathin' in your dust (Wanna be yours)
I wanna be your Ford Cortina (Wanna be yours)
I will never rust (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)"
Arctic Monkeys,Why’d You Only Call Me When You’re High?,2013,Alternative Rock,"The mirror's image tells me it's home time
But I'm not finished, 'cause you're not by my side
And as I arrived I thought I saw you leavin'
Carryin' your shoes
Decided that once again I was just dreamin'
Of bumpin' into you

Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply
""Why'd you only call me when you're high?""
""Hi, why'd you only call me when you're high?""

Somewhere darker, talkin' the same shite
I need a partner, (High) well are you out tonight?
It's harder and harder to get you to listen
More I get through the gears
Incapable of makin' alright decisions
And having bad ideas

Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply (Message, you reply)
""Why'd you only call me when you're high?""
(Why'd you only call me when you're)
""Hi, why'd you only call me when you're high?""

And I can't see you here, wonder where I might
It sort of feels like I'm runnin' out of time
I haven't found all I was hopin' to find
You said you got to be up in the mornin'
Gonna have an early night
And you're startin' to bore me, baby
""Why'd you only call me when you're high?""

""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're high?""
""Why'd you only ever phone me when you're (high)?"""
